case_id,logical_event_id,timestamp,timestamp_confidence,logical_event_type,action,process_id,process,parent_process_ids,evidence_ids,source_observation_count,provenance,temporal_sequence,previous_timestamp,time_since_previous_event_seconds
M57-Jean,LEVT-M57-Jean-PROCESS-3992-20091123170451,2009-11-23 17:04:51+00:00,observed,process_start,process_start,3992,iexplore.exe,3180,M57-Jean-MEM-PSLIST-35;M57-Jean-MEM-PSTREE-44,2,Volatility 3 windows.pstree from M57-Jean memory image | Volatility 3 windows.pslist from M57-Jean memory image,36,2009-11-23 17:04:51+00:00,0.0
M57-Jean,LEVT-M57-Jean-PROCESS-4028-20091123171439,2009-11-23 17:14:39+00:00,observed,process_start,process_start,4028,iexplore.exe,3180,M57-Jean-MEM-PSLIST-37;M57-Jean-MEM-PSTREE-46,2,Volatility 3 windows.pstree from M57-Jean memory image | Volatility 3 windows.pslist from M57-Jean memory image,37,2009-11-23 17:04:51+00:00,588.0
M57-Jean,LEVT-M57-Jean-PROCESS-3196-20091123182209,2009-11-23 18:22:09+00:00,observed,process_start,process_start,3196,avgsrmax.exe,1664,M57-Jean-MEM-PSLIST-38;M57-Jean-MEM-PSTREE-12,2,Volatility 3 windows.pstree from M57-Jean memory image | Volatility 3 windows.pslist from M57-Jean memory image,38,2009-11-23 17:14:39+00:00,4050.0
M57-Jean,LEVT-M57-Jean-PROCESS-2892-20091123220335,2009-11-23 22:03:35+00:00,observed,process_start,process_start,2892,firefox.exe,1944,M57-Jean-MEM-PSLIST-39;M57-Jean-MEM-PSTREE-37,2,Volatility 3 windows.pstree from M57-Jean memory image | Volatility 3 windows.pslist from M57-Jean memory image,39,2009-11-23 18:22:09+00:00,13286.0
M57-Jean,LEVT-M57-Jean-PROCESS-2576-20091123220845,2009-11-23 22:08:45+00:00,observed,process_start,process_start,2576,iexplore.exe,176,M57-Jean-MEM-PSLIST-40;M57-Jean-MEM-PSTREE-47,2,Volatility 3 windows.pstree from M57-Jean memory image | Volatility 3 windows.pslist from M57-Jean memory image,40,2009-11-23 22:03:35+00:00,310.0
M57-Jean,LEVT-M57-Jean-PROCESS-2080-20091123221633,2009-11-23 22:16:33+00:00,observed,process_start,process_start,2080,swriter.exe,1944,M57-Jean-MEM-PSLIST-41;M57-Jean-MEM-PSTREE-31,2,Volatility 3 windows.pstree from M57-Jean memory image | Volatility 3 windows.pslist from M57-Jean memory image,41,2009-11-23 22:08:45+00:00,468.0
M57-Jean,LEVT-M57-Jean-PROCESS-3908-20091123221634,2009-11-23 22:16:34+00:00,observed,process_start,process_start,3908,soffice.exe,2080,M57-Jean-MEM-PSLIST-42;M57-Jean-MEM-PSTREE-32,2,Volatility 3 windows.pstree from M57-Jean memory image | Volatility 3 windows.pslist from M57-Jean memory image,42,2009-11-23 22:16:33+00:00,1.0
M57-Jean,LEVT-M57-Jean-PROCESS-3560-20091123221635,2009-11-23 22:16:35+00:00,observed,process_start,process_start,3560,soffice.bin,3908,M57-Jean-MEM-PSLIST-43;M57-Jean-MEM-PSTREE-33,2,Volatility 3 windows.pstree from M57-Jean memory image | Volatility 3 windows.pslist from M57-Jean memory image,43,2009-11-23 22:16:34+00:00,1.0
M57-Jean,LEVT-M57-Jean-PROCESS-2308-20091123225441,2009-11-23 22:54:41+00:00,observed,process_start,process_start,2308,avgcmgr.exe,1664,M57-Jean-MEM-PSLIST-44;M57-Jean-MEM-PSTREE-7,2,Volatility 3 windows.pstree from M57-Jean memory image | Volatility 3 windows.pslist from M57-Jean memory image,44,2009-11-23 22:16:35+00:00,2286.0
M57-Jean,LEVT-M57-Jean-PROCESS-2004-20091123235245,2009-11-23 23:52:45+00:00,observed,process_start,process_start,2004,avgcmgr.exe,1664,M57-Jean-MEM-PSLIST-45;M57-Jean-MEM-PSTREE-9,2,Volatility 3 windows.pstree from M57-Jean memory image | Volatility 3 windows.pslist from M57-Jean memory image,45,2009-11-23 22:54:41+00:00,3484.0
M57-Jean,LEVT-M57-Jean-PROCESS-620-20091123235925,2009-11-23 23:59:25+00:00,observed,process_start,process_start,620,cmd.exe,1944,M57-Jean-MEM-PSLIST-46;M57-Jean-MEM-PSTREE-38,2,Volatility 3 windows.pstree from M57-Jean memory image | Volatility 3 windows.pslist from M57-Jean memory image,46,2009-11-23 23:52:45+00:00,400.0
M57-Jean,LEVT-M57-Jean-PROCESS-2992-20091124000124,2009-11-24 00:01:24+00:00,observed,process_start,process_start,2992,mdd_1.3.exe,620,M57-Jean-MEM-PSLIST-47;M57-Jean-MEM-PSTREE-39,2,Volatility 3 windows.pstree from M57-Jean memory image | Volatility 3 windows.pslist from M57-Jean memory image,47,2009-11-23 23:59:25+00:00,119.0
