case_id,event_id,timestamp,timestamp_end,timestamp_confidence,source,artifact_type,event_type,action,user,host,process,parent_process,process_id,parent_process_id,command_line,file,file_path,file_hash,device,ip_src,ip_dst,port_src,port_dst,protocol,parent_event_id,related_event_id,relationship,evidence_id,provenance
M57-Jean,EVT-M57-Jean-DLL-383,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,wscsvc.dll,c:\\windows\\system32\\wscsvc.dll,,,,,,,,,,,M57-Jean-MEM-DLL-383,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-384,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,msi.dll,c:\\windows\\system32\\msi.dll,,,,,,,,,,,M57-Jean-MEM-DLL-384,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-385,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,ipnathlp.dll,c:\\windows\\system32\\ipnathlp.dll,,,,,,,,,,,M57-Jean-MEM-DLL-385,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-386,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,AUTHZ.dll,c:\\windows\\system32\\AUTHZ.dll,,,,,,,,,,,M57-Jean-MEM-DLL-386,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-387,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,wbemcomn.dll,C:\\WINDOWS\\system32\\wbem\\wbemcomn.dll,,,,,,,,,,,M57-Jean-MEM-DLL-387,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-388,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,wbemcore.dll,C:\\WINDOWS\\System32\\Wbem\\wbemcore.dll,,,,,,,,,,,M57-Jean-MEM-DLL-388,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-389,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,esscli.dll,C:\\WINDOWS\\System32\\Wbem\\esscli.dll,,,,,,,,,,,M57-Jean-MEM-DLL-389,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-390,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,FastProx.dll,C:\\WINDOWS\\System32\\Wbem\\FastProx.dll,,,,,,,,,,,M57-Jean-MEM-DLL-390,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-391,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,SXS.DLL,C:\\WINDOWS\\System32\\SXS.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-391,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-392,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,comsvcs.dll,C:\\WINDOWS\\system32\\comsvcs.dll,,,,,,,,,,,M57-Jean-MEM-DLL-392,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-393,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,colbact.DLL,C:\\WINDOWS\\system32\\colbact.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-393,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-394,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,MTXCLU.DLL,C:\\WINDOWS\\system32\\MTXCLU.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-394,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-395,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,WSOCK32.dll,C:\\WINDOWS\\system32\\WSOCK32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-395,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-396,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,CLUSAPI.DLL,C:\\WINDOWS\\System32\\CLUSAPI.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-396,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-397,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,RESUTILS.DLL,C:\\WINDOWS\\System32\\RESUTILS.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-397,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-398,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,wmiutils.dll,C:\\WINDOWS\\system32\\wbem\\wmiutils.dll,,,,,,,,,,,M57-Jean-MEM-DLL-398,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-399,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,repdrvfs.dll,C:\\WINDOWS\\system32\\wbem\\repdrvfs.dll,,,,,,,,,,,M57-Jean-MEM-DLL-399,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-400,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,wmiprvsd.dll,C:\\WINDOWS\\system32\\wbem\\wmiprvsd.dll,,,,,,,,,,,M57-Jean-MEM-DLL-400,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-401,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,NCObjAPI.DLL,C:\\WINDOWS\\system32\\NCObjAPI.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-401,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-402,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,wbemess.dll,C:\\WINDOWS\\system32\\wbem\\wbemess.dll,,,,,,,,,,,M57-Jean-MEM-DLL-402,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-403,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,Apphelp.dll,C:\\WINDOWS\\system32\\Apphelp.dll,,,,,,,,,,,M57-Jean-MEM-DLL-403,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-404,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,upnp.dll,C:\\WINDOWS\\system32\\upnp.dll,,,,,,,,,,,M57-Jean-MEM-DLL-404,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-405,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,SSDPAPI.dll,C:\\WINDOWS\\system32\\SSDPAPI.dll,,,,,,,,,,,M57-Jean-MEM-DLL-405,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-406,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,ncprov.dll,C:\\WINDOWS\\system32\\wbem\\ncprov.dll,,,,,,,,,,,M57-Jean-MEM-DLL-406,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-407,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,netcfgx.dll,C:\\WINDOWS\\system32\\netcfgx.dll,,,,,,,,,,,M57-Jean-MEM-DLL-407,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-408,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,rasmans.dll,C:\\WINDOWS\\System32\\rasmans.dll,,,,,,,,,,,M57-Jean-MEM-DLL-408,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-409,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,WINIPSEC.DLL,C:\\WINDOWS\\System32\\WINIPSEC.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-409,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-410,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,tapisrv.dll,c:\\windows\\system32\\tapisrv.dll,,,,,,,,,,,M57-Jean-MEM-DLL-410,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-411,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,rastapi.dll,C:\\WINDOWS\\System32\\rastapi.dll,,,,,,,,,,,M57-Jean-MEM-DLL-411,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-412,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,unimdm.tsp,C:\\WINDOWS\\System32\\unimdm.tsp,,,,,,,,,,,M57-Jean-MEM-DLL-412,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-413,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,uniplat.dll,C:\\WINDOWS\\System32\\uniplat.dll,,,,,,,,,,,M57-Jean-MEM-DLL-413,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-414,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,rasadhlp.dll,C:\\WINDOWS\\System32\\rasadhlp.dll,,,,,,,,,,,M57-Jean-MEM-DLL-414,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-415,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,kmddsp.tsp,C:\\WINDOWS\\System32\\kmddsp.tsp,,,,,,,,,,,M57-Jean-MEM-DLL-415,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-416,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,ndptsp.tsp,C:\\WINDOWS\\System32\\ndptsp.tsp,,,,,,,,,,,M57-Jean-MEM-DLL-416,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-417,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,ipconf.tsp,C:\\WINDOWS\\System32\\ipconf.tsp,,,,,,,,,,,M57-Jean-MEM-DLL-417,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-418,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,h323.tsp,C:\\WINDOWS\\System32\\h323.tsp,,,,,,,,,,,M57-Jean-MEM-DLL-418,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-419,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,hidphone.tsp,C:\\WINDOWS\\System32\\hidphone.tsp,,,,,,,,,,,M57-Jean-MEM-DLL-419,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-420,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,HID.DLL,C:\\WINDOWS\\System32\\HID.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-420,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-421,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,rasppp.dll,C:\\WINDOWS\\System32\\rasppp.dll,,,,,,,,,,,M57-Jean-MEM-DLL-421,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-422,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,ntlsapi.dll,C:\\WINDOWS\\System32\\ntlsapi.dll,,,,,,,,,,,M57-Jean-MEM-DLL-422,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-423,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,kerberos.dll,C:\\WINDOWS\\system32\\kerberos.dll,,,,,,,,,,,M57-Jean-MEM-DLL-423,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-424,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,RASQEC.DLL,C:\\WINDOWS\\System32\\RASQEC.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-424,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-425,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,RASDLG.dll,C:\\WINDOWS\\System32\\RASDLG.dll,,,,,,,,,,,M57-Jean-MEM-DLL-425,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-426,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,msxml3.dll,C:\\WINDOWS\\system32\\msxml3.dll,,,,,,,,,,,M57-Jean-MEM-DLL-426,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-427,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,dssenh.dll,C:\\WINDOWS\\System32\\dssenh.dll,,,,,,,,,,,M57-Jean-MEM-DLL-427,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-428,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,advpack.dll,C:\\WINDOWS\\system32\\advpack.dll,,,,,,,,,,,M57-Jean-MEM-DLL-428,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-429,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,catsrvut.dll,C:\\WINDOWS\\System32\\catsrvut.dll,,,,,,,,,,,M57-Jean-MEM-DLL-429,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-430,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,catsrv.dll,C:\\WINDOWS\\System32\\catsrv.dll,,,,,,,,,,,M57-Jean-MEM-DLL-430,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-431,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,MfcSubs.dll,C:\\WINDOWS\\System32\\MfcSubs.dll,,,,,,,,,,,M57-Jean-MEM-DLL-431,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-432,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,MPR.dll,C:\\WINDOWS\\system32\\MPR.dll,,,,,,,,,,,M57-Jean-MEM-DLL-432,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-433,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,qmgr.dll,c:\\windows\\system32\\qmgr.dll,,,,,,,,,,,M57-Jean-MEM-DLL-433,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-434,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,SHFOLDER.dll,c:\\windows\\system32\\SHFOLDER.dll,,,,,,,,,,,M57-Jean-MEM-DLL-434,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-435,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,wups2.dll,C:\\WINDOWS\\system32\\wups2.dll,,,,,,,,,,,M57-Jean-MEM-DLL-435,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-436,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,wbemprox.dll,C:\\WINDOWS\\system32\\wbem\\wbemprox.dll,,,,,,,,,,,M57-Jean-MEM-DLL-436,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-437,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,wuapi.dll,C:\\WINDOWS\\system32\\wuapi.dll,,,,,,,,,,,M57-Jean-MEM-DLL-437,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-438,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1372,,,wbemcons.dll,C:\\WINDOWS\\system32\\wbem\\wbemcons.dll,,,,,,,,,,,M57-Jean-MEM-DLL-438,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-439,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,svchost.exe,C:\\WINDOWS\\system32\\svchost.exe,,,,,,,,,,,M57-Jean-MEM-DLL-439,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-440,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,,,,,,,,,,,,,M57-Jean-MEM-DLL-440,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-441,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,kernel32.dll,C:\\WINDOWS\\system32\\kernel32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-441,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-442,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,ADVAPI32.dll,C:\\WINDOWS\\system32\\ADVAPI32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-442,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-443,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,RPCRT4.dll,C:\\WINDOWS\\system32\\RPCRT4.dll,,,,,,,,,,,M57-Jean-MEM-DLL-443,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-444,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,Secur32.dll,C:\\WINDOWS\\system32\\Secur32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-444,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-445,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,ShimEng.dll,C:\\WINDOWS\\system32\\ShimEng.dll,,,,,,,,,,,M57-Jean-MEM-DLL-445,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-446,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,AcGenral.DLL,C:\\WINDOWS\\AppPatch\\AcGenral.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-446,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-447,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,USER32.dll,C:\\WINDOWS\\system32\\USER32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-447,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-448,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,GDI32.dll,C:\\WINDOWS\\system32\\GDI32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-448,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-449,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,WINMM.dll,C:\\WINDOWS\\system32\\WINMM.dll,,,,,,,,,,,M57-Jean-MEM-DLL-449,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-450,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,ole32.dll,C:\\WINDOWS\\system32\\ole32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-450,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-451,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,msvcrt.dll,C:\\WINDOWS\\system32\\msvcrt.dll,,,,,,,,,,,M57-Jean-MEM-DLL-451,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-452,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,OLEAUT32.dll,C:\\WINDOWS\\system32\\OLEAUT32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-452,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-453,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,MSACM32.dll,C:\\WINDOWS\\system32\\MSACM32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-453,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-454,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,VERSION.dll,C:\\WINDOWS\\system32\\VERSION.dll,,,,,,,,,,,M57-Jean-MEM-DLL-454,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-455,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,SHELL32.dll,C:\\WINDOWS\\system32\\SHELL32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-455,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-456,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,SHLWAPI.dll,C:\\WINDOWS\\system32\\SHLWAPI.dll,,,,,,,,,,,M57-Jean-MEM-DLL-456,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-457,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,USERENV.dll,C:\\WINDOWS\\system32\\USERENV.dll,,,,,,,,,,,M57-Jean-MEM-DLL-457,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-458,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,UxTheme.dll,C:\\WINDOWS\\system32\\UxTheme.dll,,,,,,,,,,,M57-Jean-MEM-DLL-458,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-459,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,IMM32.DLL,C:\\WINDOWS\\system32\\IMM32.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-459,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-460,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,comctl32.dll,C:\\WINDOWS\\WinSxS\\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\\comctl32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-460,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-461,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,comctl32.dll,C:\\WINDOWS\\system32\\comctl32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-461,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-462,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,dnsrslvr.dll,c:\\windows\\system32\\dnsrslvr.dll,,,,,,,,,,,M57-Jean-MEM-DLL-462,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-463,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,DNSAPI.dll,c:\\windows\\system32\\DNSAPI.dll,,,,,,,,,,,M57-Jean-MEM-DLL-463,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-464,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,WS2_32.dll,c:\\windows\\system32\\WS2_32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-464,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-465,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,WS2HELP.dll,c:\\windows\\system32\\WS2HELP.dll,,,,,,,,,,,M57-Jean-MEM-DLL-465,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-466,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,iphlpapi.dll,c:\\windows\\system32\\iphlpapi.dll,,,,,,,,,,,M57-Jean-MEM-DLL-466,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-467,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,rsaenh.dll,C:\\WINDOWS\\system32\\rsaenh.dll,,,,,,,,,,,M57-Jean-MEM-DLL-467,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-468,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,mswsock.dll,C:\\WINDOWS\\system32\\mswsock.dll,,,,,,,,,,,M57-Jean-MEM-DLL-468,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-469,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,hnetcfg.dll,C:\\WINDOWS\\system32\\hnetcfg.dll,,,,,,,,,,,M57-Jean-MEM-DLL-469,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-470,,,unknown,memory,dlllist,module,loaded,,,svchost.exe,,1432,,,wshtcpip.dll,C:\\WINDOWS\\System32\\wshtcpip.dll,,,,,,,,,,,M57-Jean-MEM-DLL-470,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-471,,,unknown,memory,dlllist,module,loaded,,,avgrsx.exe,,1620,,,avgrsx.exe,C:\\Program Files\\AVG\\AVG9\\avgrsx.exe,,,,,,,,,,,M57-Jean-MEM-DLL-471,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-472,,,unknown,memory,dlllist,module,loaded,,,avgrsx.exe,,1620,,,,,,,,,,,,,,,M57-Jean-MEM-DLL-472,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-473,,,unknown,memory,dlllist,module,loaded,,,avgrsx.exe,,1620,,,kernel32.dll,C:\\WINDOWS\\system32\\kernel32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-473,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-474,,,unknown,memory,dlllist,module,loaded,,,avgrsx.exe,,1620,,,MSVCR80.dll,C:\\WINDOWS\\WinSxS\\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.4053_x-ww_e6967989\\MSVCR80.dll,,,,,,,,,,,M57-Jean-MEM-DLL-474,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-475,,,unknown,memory,dlllist,module,loaded,,,avgrsx.exe,,1620,,,msvcrt.dll,C:\\WINDOWS\\system32\\msvcrt.dll,,,,,,,,,,,M57-Jean-MEM-DLL-475,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-476,,,unknown,memory,dlllist,module,loaded,,,avgrsx.exe,,1620,,,avglogx.dll,C:\\Program Files\\AVG\\AVG9\\avglogx.dll,,,,,,,,,,,M57-Jean-MEM-DLL-476,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-477,,,unknown,memory,dlllist,module,loaded,,,avgrsx.exe,,1620,,,avgcclix.dll,C:\\Program Files\\AVG\\AVG9\\avgcclix.dll,,,,,,,,,,,M57-Jean-MEM-DLL-477,Volatility 3 windows.dlllist from M57-Jean memory image
